Date,Close,Next Day Close,Rendement
2020-05-14 00:00:00-04:00,67.52019500732422,68.32633209228516,0.011939199596113314
2020-05-15 00:00:00-04:00,68.32633209228516,68.92945098876953,0.008827034585579258
2020-05-18 00:00:00-04:00,68.92945098876953,68.39301300048828,-0.00778242072998159
2020-05-19 00:00:00-04:00,68.39301300048828,70.12274169921875,0.0252910147227776
2020-05-20 00:00:00-04:00,70.12274169921875,70.00281524658203,-0.001710236219101725
2020-05-21 00:00:00-04:00,70.00281524658203,70.3257827758789,0.0046136362967579975
2020-05-22 00:00:00-04:00,70.3257827758789,70.73033905029297,0.005752602508575583
2020-05-26 00:00:00-04:00,70.73033905029297,70.67610168457031,-0.0007668189697788759
2020-05-27 00:00:00-04:00,70.67610168457031,70.5745849609375,-0.0014363656343962612
2020-05-28 00:00:00-04:00,70.5745849609375,71.3349609375,0.010774076489197384
2020-05-29 00:00:00-04:00,71.3349609375,71.4021224975586,0.0009414957150875463
2020-06-01 00:00:00-04:00,71.4021224975586,71.7723617553711,0.005185269637119812
2020-06-02 00:00:00-04:00,71.7723617553711,71.62008666992188,-0.002121639607851183
2020-06-03 00:00:00-04:00,71.62008666992188,70.37852478027344,-0.01733538658463888
2020-06-04 00:00:00-04:00,70.37852478027344,71.65840911865234,0.018185722738218692
2020-06-05 00:00:00-04:00,71.65840911865234,72.05750274658203,0.005569390010722487
2020-06-08 00:00:00-04:00,72.05750274658203,72.25852966308594,0.002789812425374979
2020-06-09 00:00:00-04:00,72.25852966308594,72.88654327392578,0.00869120384497211
2020-06-10 00:00:00-04:00,72.88654327392578,69.76148223876953,-0.04287569275183613
2020-06-11 00:00:00-04:00,69.76148223876953,70.30985260009766,0.007860646645253926
2020-06-12 00:00:00-04:00,70.30985260009766,70.6989974975586,0.0055347136008701715
2020-06-15 00:00:00-04:00,70.6989974975586,71.9793701171875,0.01811019483936983
2020-06-16 00:00:00-04:00,71.9793701171875,72.28142547607422,0.004196415700706346
2020-06-17 00:00:00-04:00,72.28142547607422,71.36481475830078,-0.012681137812878962
2020-06-18 00:00:00-04:00,71.36481475830078,70.89307403564453,-0.006610270400812321
2020-06-19 00:00:00-04:00,70.89307403564453,72.1878662109375,0.01826401510875317
2020-06-22 00:00:00-04:00,72.1878662109375,72.85070037841797,0.009182071756264764
2020-06-23 00:00:00-04:00,72.85070037841797,71.29415130615234,-0.021366288370327773
